# Constructed from biom file
#OTU ID	IfmP01	IfmP02	IfmP03	IfmP07	IfmP10	IfmP11	IfmP12	IfmP13	IfmP14	IfmP15	IfmP16	IfmP19	IfmP20	IfmP22	IfmP23	IfmP24	IfmP25	IfmP30	IfmP31	IfmP33	IfmP34	IfmP35	IfmP36	IfmP38
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae	12.0	0.0	8.0	36.0	0.0	9748.0	0.0	2452.0	0.0	8700.0	0.0	44.0	6028.0	8.0	204.0	12.0	2900.0	0.0	0.0	44.0	20.0	320.0	0.0	3020.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	4.0	21400.0	8.0	92.0	376.0	20.0	740.0	32.0	24.0	0.0	0.0	44.0	0.0	0.0	4.0	0.0	51380.0	420.0	204.0	0.0	272.0	260.0	884.0	5560.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group	0.0	24192.0	28.0	508.0	720.0	212.0	516.0	732.0	160.0	356.0	1924.0	4.0	36.0	60.0	68.0	16.0	20024.0	100.0	2012.0	908.0	952.0	16.0	1200.0	324.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	272.0	36824.0	64.0	20.0	3308.0	14096.0	48.0	592.0	36.0	692.0	72.0	84.0	16.0	4.0	80.0	12.0	43788.0	284.0	192.0	0.0	2048.0	12.0	22064.0	2008.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	0.0	1544.0	4.0	8.0	220.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15260.0	0.0	4.0	0.0	260.0	0.0	0.0	76.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	2768.0	212.0	2520.0	884.0	624.0	868.0	464.0	596.0	1428.0	1328.0	1064.0	2632.0	892.0	4916.0	24.0	656.0	8.0	132.0	176.0	5444.0	2264.0	712.0	124.0	2120.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	32.0	2124.0	12.0	36.0	0.0	260.0	0.0	44.0	24.0	24.0	8.0	8.0	36.0	0.0	0.0	0.0	29640.0	20.0	32.0	0.0	56.0	0.0	752.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__RF39	0.0	34092.0	8.0	4.0	1452.0	0.0	20.0	0.0	1308.0	2156.0	0.0	24.0	0.0	12.0	8.0	0.0	1964.0	0.0	836.0	3744.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	380.0	120.0	52.0	200.0	140.0	32.0	124.0	3644.0	248.0	1124.0	4.0	200.0	464.0	2428.0	2920.0	16.0	4.0	0.0	948.0	11912.0	120.0	840.0	0.0	564.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae	84.0	2440.0	332.0	4052.0	344.0	704.0	2008.0	2456.0	1104.0	2172.0	328.0	184.0	1080.0	3316.0	588.0	304.0	1552.0	308.0	712.0	3048.0	1544.0	2988.0	1236.0	7984.0
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12184.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_Incertae_Sedis	9416.0	704.0	16.0	1404.0	84.0	0.0	20.0	240.0	0.0	376.0	0.0	0.0	132.0	468.0	308.0	0.0	12.0	0.0	316.0	60.0	736.0	0.0	44.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured	256.0	6188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__Gastranaerophilales	0.0	8.0	16.0	0.0	8.0	0.0	12.0	0.0	0.0	592.0	0.0	52.0	788.0	0.0	0.0	0.0	11072.0	0.0	28.0	4.0	1620.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0	8.0	0.0	76.0	0.0	4.0	16.0	136.0	40.0	48.0	0.0	620.0	1828.0	248.0	88.0	56.0	6132.0	0.0	8.0	0.0	0.0	4.0	0.0	24.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group	0.0	1652.0	0.0	104.0	24.0	0.0	12.0	0.0	416.0	96.0	0.0	0.0	12.0	0.0	0.0	0.0	4964.0	0.0	92.0	252.0	0.0	0.0	16.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae	0.0	0.0	0.0	0.0	3992.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	24.0	2292.0	36.0	0.0	8.0	0.0	1016.0	0.0	8.0	0.0	32.0	172.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	124.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae	352.0	3144.0	336.0	56.0	84.0	316.0	104.0	36.0	52.0	4.0	0.0	8.0	32.0	48.0	24.0	32.0	1004.0	8.0	24.0	68.0	252.0	8.0	0.0	212.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010	0.0	3356.0	0.0	0.0	504.0	0.0	48.0	0.0	24.0	220.0	0.0	0.0	8.0	0.0	12.0	0.0	4988.0	0.0	396.0	48.0	0.0	0.0	0.0	192.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae	0.0	0.0	0.0	0.0	0.0	2724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	4.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae	0.0	0.0	0.0	0.0	2748.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae	0.0	740.0	0.0	60.0	52.0	8.0	4.0	0.0	8.0	124.0	0.0	52.0	4.0	0.0	2888.0	0.0	2816.0	0.0	704.0	12.0	0.0	56.0	0.0	24.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmatales	0.0	2388.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae	552.0	44.0	56.0	508.0	8.0	60.0	8.0	120.0	76.0	196.0	108.0	248.0	20.0	0.0	4.0	0.0	180.0	4.0	64.0	4.0	168.0	20.0	8.0	24.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	0.0	816.0	0.0	20.0	20.0	16.0	0.0	16.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	3320.0	0.0	20.0	0.0	20.0	0.0	0.0	16.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__uncultured	0.0	0.0	0.0	1728.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__vadinBE97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1912.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium]_methylpentosum_group	0.0	4.0	0.0	16.0	0.0	0.0	4.0	0.0	24.0	20.0	40.0	0.0	4.0	0.0	0.0	0.0	1120.0	4.0	0.0	0.0	0.0	0.0	8.0	996.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	0.0	2044.0	4.0	0.0	0.0	8.0	0.0	148.0	0.0	0.0	0.0	28.0	4.0	0.0	4.0	0.0	1804.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae	0.0	0.0	0.0	0.0	0.0	976.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	528.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales	972.0	292.0	112.0	436.0	168.0	32.0	24.0	128.0	48.0	344.0	36.0	1032.0	52.0	132.0	28.0	308.0	4.0	112.0	172.0	48.0	76.0	8.0	8.0	1496.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	140.0	52.0	88.0	8.0	64.0	0.0	196.0	24.0	492.0	40.0	124.0	0.0	0.0	8.0	936.0	0.0	52.0	8.0	316.0	0.0	32.0	52.0	204.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0	0.0	0.0	0.0	64.0	0.0	12.0	0.0	0.0	1776.0	0.0	0.0	0.0	0.0	0.0	0.0	304.0	0.0	4.0	0.0	0.0	0.0	0.0	268.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	1164.0	260.0	8.0	4.0	52.0	52.0	0.0	12.0	12.0	8.0	32.0	72.0	8.0	72.0	52.0	0.0	140.0	12.0	36.0	48.0	168.0	20.0	112.0	272.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1012.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	980.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	0.0	16.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	1004.0	0.0	12.0	0.0	0.0	0.0	72.0	24.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae	84.0	160.0	4.0	60.0	4.0	104.0	0.0	0.0	0.0	84.0	452.0	276.0	4.0	4.0	0.0	12.0	0.0	32.0	28.0	28.0	0.0	16.0	732.0	84.0
d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__Sericytochromatia;f__Sericytochromatia	40.0	40.0	24.0	40.0	0.0	12.0	0.0	12.0	12.0	12.0	12.0	244.0	40.0	20.0	0.0	16.0	8.0	0.0	12.0	8.0	16.0	8.0	0.0	176.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	72.0	40.0	116.0	44.0	8.0	40.0	0.0	56.0	12.0	32.0	44.0	208.0	32.0	44.0	24.0	48.0	20.0	24.0	8.0	16.0	64.0	20.0	12.0	324.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae	4.0	24.0	0.0	20.0	220.0	0.0	0.0	0.0	0.0	20.0	0.0	124.0	12.0	8.0	272.0	20.0	12.0	12.0	0.0	8.0	16.0	4.0	0.0	88.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	8.0	0.0	0.0	0.0	840.0	4.0	72.0	24.0	0.0	0.0	12.0	72.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	16.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae	0.0	0.0	4.0	4.0	24.0	0.0	0.0	16.0	0.0	0.0	0.0	144.0	4.0	4.0	4.0	4.0	1140.0	0.0	8.0	0.0	148.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae	28.0	12.0	60.0	16.0	12.0	0.0	4.0	8.0	136.0	0.0	8.0	0.0	68.0	104.0	8.0	404.0	4.0	0.0	8.0	16.0	148.0	0.0	0.0	56.0
d__Bacteria;p__Firmicutes;c__Incertae_Sedis;o__DTU014;f__DTU014	0.0	320.0	0.0	0.0	28.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	172.0	0.0	8.0	0.0	0.0	0.0	0.0	12.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	8.0	0.0	4.0	4.0	0.0	0.0	0.0	28.0	16.0	0.0	0.0	32.0	0.0	16.0	20.0	4.0	8.0	8.0	0.0	32.0	28.0	24.0	4.0	160.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae	0.0	0.0	52.0	32.0	16.0	4.0	8.0	0.0	8.0	0.0	4.0	84.0	0.0	68.0	0.0	0.0	0.0	12.0	0.0	24.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae	12.0	4.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	32.0	12.0	0.0	0.0	4.0	316.0	0.0	24.0	0.0	84.0	0.0	12.0	140.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae	36.0	36.0	36.0	8.0	0.0	20.0	0.0	8.0	20.0	12.0	8.0	84.0	0.0	4.0	0.0	20.0	0.0	8.0	4.0	0.0	12.0	8.0	0.0	108.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	72.0	0.0	0.0	0.0	80.0	48.0	212.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae	0.0	16.0	0.0	4.0	4.0	0.0	8.0	32.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	24.0	24.0	16.0	0.0	0.0	4.0	20.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae	0.0	0.0	0.0	0.0	360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__uncultured	0.0	20.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	132.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.0	56.0	4.0	20.0	16.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast	32.0	8.0	0.0	0.0	4.0	16.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	44.0	4.0	44.0	0.0	0.0	20.0	16.0	36.0	0.0	0.0	48.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;__	0.0	372.0	0.0	12.0	128.0	0.0	24.0	0.0	36.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	256.0	0.0	48.0	0.0	4.0	4.0	8.0	12.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospirales	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae	8.0	8.0	8.0	8.0	4.0	0.0	0.0	0.0	0.0	4.0	12.0	24.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	8.0	12.0	40.0	0.0	8.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	12.0	0.0	4.0	4.0	0.0	4.0	0.0	4.0	0.0	4.0	8.0	24.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	16.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	84.0	16.0
d__Bacteria;__;__;__;__	36.0	124.0	36.0	4.0	144.0	28.0	28.0	0.0	76.0	52.0	52.0	4.0	8.0	44.0	56.0	20.0	164.0	40.0	16.0	0.0	28.0	4.0	0.0	44.0
d__Bacteria;p__Firmicutes;__;__;__	108.0	480.0	72.0	8.0	1020.0	68.0	232.0	20.0	180.0	228.0	60.0	0.0	44.0	52.0	84.0	72.0	140.0	44.0	20.0	0.0	32.0	8.0	0.0	136.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;__	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;__;__	76.0	848.0	36.0	8.0	856.0	56.0	200.0	0.0	444.0	428.0	104.0	8.0	44.0	40.0	68.0	8.0	468.0	16.0	120.0	0.0	16.0	24.0	8.0	212.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-011	0.0	256.0	0.0	8.0	272.0	8.0	100.0	0.0	140.0	148.0	0.0	0.0	92.0	12.0	36.0	0.0	160.0	0.0	24.0	0.0	0.0	4.0	0.0	40.0
d__Bacteria;p__Firmicutes;c__Bacilli;__;__	16.0	108.0	68.0	8.0	292.0	16.0	100.0	16.0	64.0	36.0	0.0	0.0	8.0	4.0	8.0	4.0	36.0	4.0	20.0	0.0	8.0	4.0	0.0	28.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
